"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","sig_threshold"
0.590387899547774,-0.491695563128041,0.098,0.105,1,"CPNE2-DT","ExcitatoryNeuron",FALSE
0.591840248372461,0.994052302630279,0.046,0.052,1,"SIGLEC16","ExcitatoryNeuron",FALSE
0.594162269455691,-0.223505474161849,0.143,0.134,1,"TSPAN12","ExcitatoryNeuron",FALSE
0.598665580684134,0.553865773155143,0.052,0.047,1,"SNORD115-18","ExcitatoryNeuron",FALSE
0.599361627192472,-0.39360817037776,0.157,0.162,1,"UPP2","ExcitatoryNeuron",FALSE
0.600114249154627,0.397996093656288,0.121,0.114,1,"RNU6-151P","ExcitatoryNeuron",FALSE
0.601743791883044,0.60409590985145,0.049,0.055,1,"ATP6AP2","ExcitatoryNeuron",FALSE
0.606791875565903,0.425050512099714,0.085,0.078,1,"LCTL","ExcitatoryNeuron",FALSE
0.607793634620814,-0.143790176590032,0.126,0.132,1,"CLDN1","ExcitatoryNeuron",FALSE
0.6103046472003,0.221303267921143,0.112,0.104,1,"TIPINP2","ExcitatoryNeuron",FALSE
0.615826811551603,-0.176388927571838,0.073,0.067,1,"KLHDC10","ExcitatoryNeuron",FALSE
0.617254409888497,0.478185961433957,0.052,0.057,1,"RN7SKP232","ExcitatoryNeuron",FALSE
0.617711204414664,0.249070027060377,0.213,0.204,1,"CDRT15P9","ExcitatoryNeuron",FALSE
0.617712035879606,0.395456702615453,0.074,0.068,1,"FRA3C","ExcitatoryNeuron",FALSE
0.623483154893386,0.157554470352508,0.052,0.047,1,"OR4Q1P","ExcitatoryNeuron",FALSE
0.626960204489036,-0.692560768412045,0.087,0.08,1,"CITED1","ExcitatoryNeuron",FALSE
0.628161278352552,0.651717050985839,0.088,0.083,1,"VAX1","ExcitatoryNeuron",FALSE
0.628735841065649,0.140939104265715,0.182,0.175,1,"RPS27P15","ExcitatoryNeuron",FALSE
0.632460527270566,0.145339465393727,0.096,0.09,1,"TUBB8P8","ExcitatoryNeuron",FALSE
0.63247576318185,0.336650140786218,0.056,0.052,1,"ABHD8","ExcitatoryNeuron",FALSE
0.634710121099086,-0.331195731635593,0.073,0.067,1,"MIR6811","ExcitatoryNeuron",FALSE
0.635958256753849,-0.822913232271016,0.06,0.065,1,"NUTM2D","ExcitatoryNeuron",FALSE
0.637531987937329,-0.325423640658144,0.103,0.109,1,"TRAF3IP2","ExcitatoryNeuron",FALSE
0.641356158608255,0.2727395491216,0.085,0.092,1,"FIBCD1","ExcitatoryNeuron",FALSE
0.642697452415289,0.870370603951953,0.057,0.053,1,"UPF3A","ExcitatoryNeuron",FALSE
0.646383665467328,0.406802551352849,0.281,0.272,1,"ARL13A","ExcitatoryNeuron",FALSE
0.649822919917411,0.242617745640327,0.052,0.057,1,"ARHGEF33","ExcitatoryNeuron",FALSE
0.651979426600764,-0.538886925028828,0.094,0.087,1,"NUMBL","ExcitatoryNeuron",FALSE
0.656714863116439,0.531020778447485,0.173,0.166,1,"RNU7-96P","ExcitatoryNeuron",FALSE
0.661860589240402,0.731062181593747,0.046,0.05,1,"GLMN","ExcitatoryNeuron",FALSE
0.662311097838757,0.211691457861733,0.123,0.13,1,"PDCD6P1","ExcitatoryNeuron",FALSE
0.667326820387979,0.154075173093505,0.081,0.076,1,"HCAR2","ExcitatoryNeuron",FALSE
0.66982490470141,0.75746082012185,0.05,0.046,1,"DEPTOR-AS1","ExcitatoryNeuron",FALSE
0.682447959699987,-0.134135375545412,0.07,0.065,1,"ZFY","ExcitatoryNeuron",FALSE
0.68285156660979,0.328531813520752,0.057,0.063,1,"PITX3","ExcitatoryNeuron",FALSE
0.685209367620545,-0.266394374296083,0.102,0.095,1,"MIR6884","ExcitatoryNeuron",FALSE
0.685652451372553,-0.424109275379235,0.068,0.073,1,"RN7SL778P","ExcitatoryNeuron",FALSE
0.687478156847722,0.367358338813623,0.069,0.074,1,"ERVK-25","ExcitatoryNeuron",FALSE
0.688610777368936,0.420732317561276,0.115,0.109,1,"SDHDP5","ExcitatoryNeuron",FALSE
0.689564147829018,-0.102259606371532,0.189,0.18,1,"OR12D1","ExcitatoryNeuron",FALSE
0.692016216080272,-0.750426532999209,0.082,0.076,1,"IGFL1P2","ExcitatoryNeuron",FALSE
0.695016401840475,0.293637420772187,0.052,0.048,1,"TTTY19","ExcitatoryNeuron",FALSE
0.698207068144695,0.553812714467692,0.052,0.048,1,"OR5BN1P","ExcitatoryNeuron",FALSE
0.70128969053059,0.144201560201257,0.064,0.068,1,"TBCE","ExcitatoryNeuron",FALSE
0.704083537346836,-0.497574177706411,0.055,0.059,1,"CYCSP48","ExcitatoryNeuron",FALSE
